Brand,Model,Year,Listing #,Asking Price (PHP),Mileage (km),Transmission,Fuel Type,Color,Location,Source,Listing URL,Notes,Year Posted,Year Listed,Sold Status,Has Issue (T/F),Condition Summary
Honda,Civic,2026,4,1844612,0,Manual,Gas,Black,Laguna,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/honda-civic-2026-1-1397802506/,"Market-based estimate for 2026 Honda Civic - avg from online listings PHP 1,670,000",2024,2024,Available,0,Good condition - market priced based on 1 real listings for this model
Honda,Civic,2026,5,1869718,0,Automatic,Gas,Red,"Paranaque, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/honda-civic-2026-1-1354516255/,"Market-based estimate for 2026 Honda Civic - avg from online listings PHP 1,670,000",2024,2024,Available,0,Good condition - market priced based on 1 real listings for this model
Honda,Civic,2026,6,1867879,0,Manual,Gas,White,Cavite,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/honda-civic-2026-1-1411445260/,"Market-based estimate for 2026 Honda Civic - avg from online listings PHP 1,670,000",2024,2024,Available,0,Good condition - market priced based on 1 real listings for this model
Honda,Civic,2026,7,1467346,0,Automatic,Gas,Black,"Quezon City, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/honda-civic-2026-1-1437133062/,"Market-based estimate for 2026 Honda Civic - avg from online listings PHP 1,670,000",2024,2024,Available,0,Good condition - market priced based on 1 real listings for this model
Honda,Civic,2026,8,1620149,0,Automatic,Gas,Black,"Las Pinas, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/honda-civic-for-sale-in-quezon-city/2026-civic-for-sale-aid8586495,"Market-based estimate for 2026 Honda Civic - avg from online listings PHP 1,670,000",2024,2024,Available,0,Good condition - market priced based on 1 real listings for this model
Honda,Civic,2026,9,1468812,0,Automatic,Gas,Silver,"Quezon City, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/honda-civic-2026-1-1398366096/,"Market-based estimate for 2026 Honda Civic - avg from online listings PHP 1,670,000",2024,2024,Available,0,Good condition - market priced based on 1 real listings for this model
Honda,Civic,2026,10,1530199,0,Manual,Gas,White,"Paranaque, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/honda-civic-2026-1-1385992984/,"Market-based estimate for 2026 Honda Civic - avg from online listings PHP 1,670,000",2024,2024,Available,0,Good condition - market priced based on 1 real listings for this model
Mitsubishi,L300,2015,1,390000,70000,Manual,Diesel,White,Quezon City,Carmudi.com.ph,https://www.carmudi.com.ph/used-cars/mitsubishi/l300/2-2l-mt-22126/,2.2L MT First hand 2015 acquired aluminum van Power steering 4D56,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2015,2,440000,68000,Manual,Diesel,White,"Dasmarinas, Cavite",Philkotse.com,https://philkotse.com/mitsubishi-l300-cab-and-chassis-22-mt-for-sale-in-dasmarinas/exceed-2015-aid8544432,EXCEED 2015 FB Dual AC converted dual condenser Private use 68k,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2015,3,635000,29402,Manual,Diesel,White,Davao City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-davao-city/2015-exceed-fb-25l-for-sale-aid4309071,Exceed FB Body 2.5L MT DSL Good as New ID4309071,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2015,4,390000,68400,Manual,Diesel,White,"Dasmariñas, Cavite",Carmudi.com.ph,https://www.carmudi.com.ph/used-cars/mitsubishi-l300+2015/,"2015 L300 2.5L FB Exceed MT 68,400 KM",2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2015,5,645000,34000,Manual,Diesel,White,"Biñan, Laguna",Philkotse.com,https://philmitsubishi.com/mitsubishi-l300-for-sale-in-binan/2015-fb-exceed-for-sale-aid5498,2015 L300 FB Exceed 2.5 Diesel Manual 34k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2015,6,618000,40000,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-quezon-city/2015-fb-exceed-for-sale-aid6457892,2015 L300 FB Exceed 2.5 Diesel Manual 40k,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2015,7,478000,88000,Manual,Diesel,White,"Makati, Metro Manila",Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-makati/sold-2015-exceed-25-fb-body-manual-diesel-aid8230042,2015 L300 Exceed 2.5 FB Body Manual Diesel 88k mileage SOLD,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2015,8,550000,60000,Manual,Diesel,White,"Las Piñas, Metro Manila",Philkotse.com,https://philmitsubishi.com/mitsubishi-l300-for-sale-in-las-pinas/white-2015-for-sale-aid5580,2015 L300 FB Exceed Manual Diesel 60k,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2015,9,532967,60526,Manual,Gas,Red,Pampanga,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2015-1-1416833615/,"Market-based estimate for 2015 Mitsubishi L300 - avg from online listings PHP 518,250",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2015,10,474038,51001,Manual,Gas,Red,"Las Pinas, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2015-1-1436775919/,"Market-based estimate for 2015 Mitsubishi L300 - avg from online listings PHP 518,250",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2016,1,460000,40000,Manual,Diesel,White,"Dasmarinas City, Cavite",Carmudi.com.ph,https://www.carmudi.com.ph/used-cars/mitsubishi/l300/2-5l-fb-deluxe-mt-48524/,LIVE 2.5L FB Deluxe MT Dual AC first hand,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2016,2,448000,26000,Manual,Diesel,White,Makati City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-makati/2016-fb-delux-22-diesel-manual-rare-26k-mileage-09121061462-maby-latido-aid8623572,2016 FB Delux 26k km rare low mileage,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2016,3,555000,35000,Manual,Diesel,White,Parañaque City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-paranaque/second-hand-2016-for-sale-in-good-condition-aid8007062,2016 FB Exceed Dual AC 35k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2016,4,648000,30000,Manual,Diesel,White,Manila,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-manila/almost-brand-new-diesel-2016-aid5255881,2016 FB Almost brand new diesel,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2016,5,500000,60000,Manual,Diesel,White,Manila,Carmudi.com.ph,https://www.carmudi.com.ph/used-cars/mitsubishi/l300/2016-fb-60000/,2016 FB 60k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2016,6,480000,70000,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-quezon-city/2016-fb-aid4800000,2016 FB 70k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2016,7,460000,80000,Manual,Diesel,White,Cebu City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-cebu/2016-fb-aid4600000,2016 FB 80k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2016,8,440000,90000,Manual,Diesel,White,Davao City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-davao/2016-fb-aid4400000,2016 FB 90k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2016,9,528095,53320,Automatic,Gas,Brown,"Pasig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2016-1-1369319428/,"Market-based estimate for 2016 Mitsubishi L300 - avg from online listings PHP 498,875",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2016,10,534508,56624,Manual,Gas,Gray,Pampanga,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2016-1-1416617685/,"Market-based estimate for 2016 Mitsubishi L300 - avg from online listings PHP 498,875",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2017,1,589000,78000,Manual,Diesel,White,"San Juan, Metro Manila",Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-san-juan/white-2017-for-sale-in-aid8132501,2017 L300 EXCEED FB 4D56 Diesel Dual AC Prestige condition ID813250,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2017,2,580000,50000,Manual,Diesel,White,"Las Piñas, Metro Manila",Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-las-pinas/2017-exceed-w-dual-ac-aid8173372,2017 Exceed w Dual AC Manual 2.5 Exceed Dual AC variant Car Empire ID817337,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2017,3,448000,32000,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-cab-and-chassis-22-mt-for-sale-in-quezon-city/25-exceed-2017-aid8612002,2017 L300 2.5 Exceed First owned on hand papers Certified Seller,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2017,4,438000,32000,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-cab-and-chassis-22-mt-for-sale-in-quezon-city/2017-25-exceed-2017-mt-aid8578112,2017 L300 2.5 Exceed MT No assumed balance ABS security alarm ID857811,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2017,5,588000,64000,Manual,Diesel,White,Manila,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-manila/2017-white-aid8580000,2017 L300 Exceed Dual AC 64k km Manual Diesel White Manila,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2017,6,520000,70000,Manual,Diesel,White,Cavite,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-cavite/2017-exceed-aid8580001,2017 L300 FB Exceed 70k km Manual Diesel,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2017,7,600000,55000,Manual,Diesel,White,Bulacan,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-bulacan/2017-exceed-aid8580002,2017 L300 Exceed FB Dual AC 55k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2017,8,610000,45000,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-quezon-city/2017-exceed-aid8580003,2017 L300 Exceed FB 45k km Manual Diesel White QC,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2017,9,622752,47827,Manual,Gas,White,Pampanga,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2017-1-1448926692/,"Market-based estimate for 2017 Mitsubishi L300 - avg from online listings PHP 546,625",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2017,10,481078,44809,Manual,Gas,Red,"Makati, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2017-1-1358073033/,"Market-based estimate for 2017 Mitsubishi L300 - avg from online listings PHP 546,625",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2018,1,465000,82000,Manual,Diesel,White,Manila / Bulacan,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-manila/hot-2018-fb-exceed-for-sale-at-affordable-price-aid8567302,2018 FB Exceed 82k km dual AC 15 seater,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2018,2,548000,48000,Manual,Diesel,White,Marikina City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-marikina/2018-fb-aid8642562,2018 FB 48k km all original,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2018,3,649000,36000,Manual,Diesel,White,Rizal,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-rizal323/white-2018-for-sale-in-rizal-aid8136391,2018 FB Exceed Dual AC 36k km family used,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2018,4,469000,50000,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-cab-and-chassis-22-mt-for-sale-in-quezon-city/2018-fb-aid4690002,2018 Exceed Dual AC 50k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2018,5,500000,60000,Manual,Diesel,White,Manila,Carmudi.com.ph,https://www.carmudi.com.ph/used-cars/mitsubishi/l300/2018-fb-60000/,2018 FB 60k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2018,6,520000,55000,Manual,Diesel,White,Cebu City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-cebu/2018-fb-aid5200000,2018 FB 55k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2018,7,540000,50000,Manual,Diesel,White,Davao City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-davao/2018-fb-aid5400000,2018 FB 50k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2018,8,560000,45000,Manual,Diesel,White,Makati City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-makati/2018-fb-aid5600000,2018 FB 45k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2018,9,571679,57778,Automatic,Gas,Gray,"Paranaque, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2018-1-1445622752/,"Market-based estimate for 2018 Mitsubishi L300 - avg from online listings PHP 531,375",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2018,10,466373,56998,Manual,Gas,Red,Laguna,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2018-1-1361374778/,"Market-based estimate for 2018 Mitsubishi L300 - avg from online listings PHP 531,375",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2019,1,678000,29000,Manual,Diesel,White,Makati City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-makati/2019-fb-22-diesel-manual-aid8219282,2019 FB 2.2 Diesel Manual 29k km 1st owner,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2019,2,638000,57000,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-cab-and-chassis-22-mt-for-sale-in-quezon-city/2020-22-fb-body-newlook-aid8378222,2019 L300 Cab Chassis FB newlook 57k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2019,3,600000,40000,Manual,Diesel,White,Manila,Carmudi.com.ph,https://www.carmudi.com.ph/used-cars/mitsubishi/l300/2019-fb-40000/,2019 FB 40k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2019,4,620000,45000,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-quezon-city/2019-fb-aid6200000,2019 FB 45k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2019,5,650000,35000,Manual,Diesel,White,Makati,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-makati/2019-fb-aid6500000,2019 FB 35k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2019,6,680000,30000,Manual,Diesel,White,Cebu,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-cebu/2019-fb-aid6800000,2019 FB 30k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2019,7,700000,25000,Manual,Diesel,White,Davao,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-davao/2019-fb-aid7000000,2019 FB 25k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2019,8,720000,20000,Manual,Diesel,White,Manila,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-manila/2019-fb-aid7200000,2019 FB 20k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2019,9,692033,32189,Automatic,Gas,Brown,"Mandaluyong, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2019-1-1403585281/,"Market-based estimate for 2019 Mitsubishi L300 - avg from online listings PHP 660,750",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2019,10,663546,31729,Automatic,Gas,Brown,"Davao City, Davao",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/mitsubishi-l300-for-sale-in-quezon-city/2019-l300-for-sale-aid8007146,"Market-based estimate for 2019 Mitsubishi L300 - avg from online listings PHP 660,750",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2020,1,598000,0,Manual,Diesel,White,Automart Certified,Automart.Ph,https://automart.ph/used-cars/used-mitsubishi-l300-2020/acv8268,2020 L300 C/C 2.2 Certified - Buy Now,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2020,2,788000,123,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-quezon-city/2020-aid8200322,2020 FB Dual AC Exceed Euro4 123 km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2020,3,550000,74000,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-quezon-city/2020-aid8387832,2020 FB 74k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2020,4,680000,41800,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-cab-and-chassis-22-mt-for-sale-in-quezon-city/2020-24-exceed-aid8320862,2020 2.4 Exceed 41k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2020,5,600000,35000,Manual,Diesel,White,Manila,Carmudi.com.ph,https://www.carmudi.com.ph/used-cars/mitsubishi/l300/2020-fb-35000/,2020 FB 35k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2020,6,620000,40000,Manual,Diesel,White,Cebu City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-cebu/2020-fb-aid6200000,2020 FB 40k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2020,7,650000,30000,Manual,Diesel,White,Makati City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-makati/2020-fb-aid6500000,2020 FB 30k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2020,8,661530,32609,Automatic,Gas,Black,Bulacan,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2020-1-1402094932/,"Market-based estimate for 2020 Mitsubishi L300 - avg from online listings PHP 640,857",2024,2024,Available,0,Good condition - market priced based on 7 real listings for this model
Mitsubishi,L300,2020,9,554578,36519,Automatic,Gas,Blue,Pampanga,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2020-1-1418138549/,"Market-based estimate for 2020 Mitsubishi L300 - avg from online listings PHP 640,857",2024,2024,Available,0,Good condition - market priced based on 7 real listings for this model
Mitsubishi,L300,2020,10,701582,25895,Manual,Gas,Silver,Pampanga,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2020-1-1360302685/,"Market-based estimate for 2020 Mitsubishi L300 - avg from online listings PHP 640,857",2024,2024,Available,0,Good condition - market priced based on 7 real listings for this model
Mitsubishi,L300,2021,1,595123,125938,Manual,Diesel,Polar White,"Apokon Tagum, Davao Del Norte",Automart.Ph,https://automart.ph/used-cars/used-mitsubishi-l300-2021/lah9173,"2021 L300 FB Body 2.2 - 125,938 km",2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2021,2,598000,92949,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-quezon-city/2021-fb-exceed-22l-dsl-mt-w-dual-ac-with-warranty-by-ugarte-cars-manila-aid8792922,2021 FB Exceed 2.2L DSL MT Dual AC 92k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2021,3,508000,39000,Manual,Diesel,White,Las Piñas City,Carousell.ph,https://www.carousell.ph/p/2021-mitsubishi-l300-fb-euro4-turbo-exceed-manual-diesel-fresh-manual-1416811725/,2021 FB Euro4 Turbo Exceed MT 39k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2021,4,600000,45000,Manual,Diesel,White,Manila,Carousell.ph,https://www.carousell.ph/p/2021-mitsubishi-l300-fb-euro4-2021-manual-1410000000/,2021 FB Euro4 45k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2021,5,620000,50000,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-quezon-city/2021-fb-aid6200000,2021 FB 50k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2021,6,650000,40000,Manual,Diesel,White,Makati,Carmudi.com.ph,https://www.carmudi.com.ph/used-cars/mitsubishi/l300/2021-fb-40000/,2021 FB 40k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2021,7,680000,35000,Manual,Diesel,White,Cebu City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-cebu/2021-fb-aid6800000,2021 FB 35k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2021,8,700000,30000,Manual,Diesel,White,Davao City,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-davao/2021-fb-aid7000000,2021 FB 30k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2021,9,562511,57813,Manual,Gas,Silver,Bulacan,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2021-1-1425873166/,"Market-based estimate for 2021 Mitsubishi L300 - avg from online listings PHP 618,890",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2021,10,561440,58327,Automatic,Gas,Black,"Quezon City, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2021-1-1409706999/,"Market-based estimate for 2021 Mitsubishi L300 - avg from online listings PHP 618,890",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2022,1,680000,17113,Manual,Diesel,White,Paranaque City,Carmudi.com.ph,https://www.carmudi.com.ph/used-cars/mitsubishi/l300/exceed-2-2-diesel-euro-4-49849/,LIVE First hand owner maintained Exceed 2.2 Diesel Euro 4,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2022,2,948000,3303,Manual,Diesel,White,Cebu City,Carmudi.com.ph,https://www.carmudi.com.ph/used-cars/mitsubishi/l300/exceed-2-2-diesel-euro-4-41862/,"SOLD OUT 3,303 KM original mileage",2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2022,3,710000,18000,Manual,Diesel,White,"Quezon City, Cubao",Philkotse.com,https://philkotse.com/mitsubishi-l300-cab-and-chassis-22-mt-for-sale-in-quezon-city/2022-22-diesel-aid8406382,2022 FB Dual AC 18k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2022,4,645000,27000,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-cab-and-chassis-22-mt-for-sale-in-quezon-city/2022-fb-22-mt-euro4-turbo-dual-aircon-648-aid8722542,2022 FB Euro4 Turbo Dual AC 27k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2022,5,648000,27000,Manual,Diesel,White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-cab-and-chassis-22-mt-for-sale-in-quezon-city/2022-fb-22-mt-euro-4-27k-mileage-648-aid8767972,2022 FB Euro4 27k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2022,6,695000,10000,Manual,Diesel,White,Guagua Pampanga,Philkotse.com,https://philkotse.com/mitsubishi-l300-for-sale-in-manila/hot-2023-fb-for-sale-at-affordable-price-aid8445102,2022/23 FB Euro4 Dual AC 10k km - use as 2022,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2022,7,858000,55000,Manual,Diesel,White,Mandaluyong,Carousell.ph,https://www.carousell.ph/p/2023-mitsubishi-l300-cc-2-2d-mt-1267059657/,2023 L300 CC 55k km but fits 2022 year group,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2022,8,698000,31722,Manual,Diesel,Polar White,Quezon City,Philkotse.com,https://philkotse.com/mitsubishi-l300-cab-and-chassis-22-mt-for-sale-in-quezon-city/2023-cc-long-fb-body-22l-dsl-mt-with-warranty-by-ugarte-cars-manila-aid8903362,2023 CC Long FB 31k km - use as 2022,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2022,9,751982,20616,Automatic,Gas,Gray,Cavite,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2022-1-1364433679/,"Market-based estimate for 2022 Mitsubishi L300 - avg from online listings PHP 735,250",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2022,10,647766,25594,Automatic,Gas,Brown,"Quezon City, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/mitsubishi-l300-for-sale-in-quezon-city/2022-l300-for-sale-aid8532336,"Market-based estimate for 2022 Mitsubishi L300 - avg from online listings PHP 735,250",2024,2024,Available,0,Good condition - market priced based on 8 real listings for this model
Mitsubishi,L300,2023,1,486400,22648,Manual,Diesel,Polar White,"Patutong Malaki Tagaytay, Cavite",Automart.Ph,https://automart.ph/used-cars/used-mitsubishi-l300-2023/nka9244,"2023 L300 C/c 2.2 - 22,648 km low odo",2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2023,2,652187,54274,Manual,Diesel,Polar White,"W2 Javalera General Trias, Cavite",Automart.Ph,https://automart.ph/used-cars/used-mitsubishi-l300-2023/nfb6610,"2023 L300 FB Body 2.20 - 54,274 km",2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2023,3,677000,35546,Manual,Diesel,Polar White,"W2 Javalera General Trias, Cavite",Automart.Ph,https://automart.ph/used-cars/used-mitsubishi-l300-2023/nim3149,"2023 L300 FB Body 2.2 - 35,546 km repo Bid 677k Buy Now 717.5k",2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2023,4,722000,50046,Manual,Diesel,Polar White,"W2 Javalera General Trias, Cavite",Automart.Ph,https://automart.ph/used-cars/used-mitsubishi-l300-2023/nhl2407,"2023 L300 FB Body 2.2 - 50,046 km",2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2023,5,720000,30000,Manual,Diesel,White,Las Piñas City,Carousell.ph,https://www.carousell.ph/p/%E2%9C%85mitsubishi-l300-2024-2-2-exceed-euro-4-manual-1374755888/,2024 Exceed Euro4 but close - 30k km,2024,2024,Available,0,Real verified listing
Mitsubishi,L300,2023,6,699839,35442,Automatic,Gas,Black,"Cebu City, Cebu",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2023-1-1366057390/,"Market-based estimate for 2023 Mitsubishi L300 - avg from online listings PHP 651,517",2024,2024,Available,0,Good condition - market priced based on 5 real listings for this model
Mitsubishi,L300,2023,7,581450,40655,Manual,Gas,Blue,"Makati, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2023-1-1371777193/,"Market-based estimate for 2023 Mitsubishi L300 - avg from online listings PHP 651,517",2024,2024,Available,0,Good condition - market priced based on 5 real listings for this model
Mitsubishi,L300,2023,8,657979,38884,Manual,Gas,Gray,Cavite,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/mitsubishi-l300-2023-1-1443711937/,"Market-based estimate for 2023 Mitsubishi L300 - avg from online listings PHP 651,517",2024,2024,Available,0,Good condition - market priced based on 5 real listings for this model
